biosample_name,assay_name,bios_accession,exp_accession,file_accession,assembly,read_length,run_type,sequencing_platform,lab,depth
T_H9,H3K4ac,ENCBS656LSW,ENCSR230WNU,ENCFF692SFW,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",17455222.0
T_H9,H3K23me2,ENCBS399JWQ,ENCSR063WYJ,ENCFF355UMO,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",15662982.0
T_H9,H3K14ac,ENCBS399JWQ,ENCSR440BZV,ENCFF997SKW,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",8462954.0
T_H9,H3K4me3,ENCBS532LWE,ENCSR043VGU,ENCFF900TYA,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",4817442.0
T_H9,H3K27me3,ENCBS532LWE,ENCSR792GCH,ENCFF841RXD,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",26134528.0
T_H9,H3K79me1,ENCBS656LSW,ENCSR280IFJ,ENCFF434DLZ,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",9912692.0
T_H9,H4K5ac,ENCBS532LWE,ENCSR554TZE,ENCFF400OVH,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",26520559.0
T_H9,H2AFZ,ENCBS399JWQ,ENCSR265EDV,ENCFF068DKA,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",48163360.0
T_OCI-LY7,H3K9me3,ENCBS699NWP,ENCSR389WWC,ENCFF073BOG,GRCh38,36,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",47438363.0
T_OCI-LY7,H3K4me1,ENCBS006VZG,ENCSR060WGK,ENCFF100UUK,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",22202720.0
T_OCI-LY7,H3K9me2,ENCBS304FAI,ENCSR199KHR,ENCFF660GHF,GRCh38,36,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",19508244.0
T_OCI-LY7,H2AFZ,ENCBS699NWP,ENCSR331RGM,ENCFF866WKV,GRCh38,36,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",21973372.0
T_OCI-LY7,H3K27ac,ENCBS006VZG,ENCSR447ZGY,ENCFF322PGT,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",18202042.0
T_OCI-LY7,H3K79me2,ENCBS699NWP,ENCSR347DAG,ENCFF630AHI,GRCh38,36,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",17243166.0
T_OCI-LY7,H3K4me3,ENCBS886BJZ,ENCSR005SXO,ENCFF058QUN,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",17859524.0
T_OCI-LY7,H3K4me2,ENCBS886BJZ,ENCSR850QKN,ENCFF958HVP,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",20413945.0
T_OCI-LY7,H3K36me3,ENCBS886BJZ,ENCSR243AIS,ENCFF426KLJ,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",11735112.0
V_vagina,DNase-seq,ENCBS585SGJ,ENCSR437AYW,ENCFF552WGU,GRCh38,36,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",240094482.0
V_myoepithelial_cell_of_mammary_gland,H3K9me3,ENCBS093HNZ,ENCSR241PXI,ENCFF090FEH,GRCh38,76,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",10852362.0
T_chorion,H3K36me3,ENCBS587ZNQ,ENCSR449FFA,ENCFF024EUU,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",21347010.0
T_chorion,H3K4me1,ENCBS587ZNQ,ENCSR244MNY,ENCFF107JYS,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",42514655.0
T_chorion,H3K27ac,ENCBS587ZNQ,ENCSR499IIR,ENCFF430YHA,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",31633644.0
T_chorion,H3K4me3,ENCBS587ZNQ,ENCSR787CAJ,ENCFF905JGF,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",19200079.0
T_testis,H3K9me3,ENCBS631HJF,ENCSR376JOC,ENCFF572UCO,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",87837713.0
T_testis,ATAC-seq,ENCBS133MOQ,ENCSR210NKB,ENCFF423JSR,GRCh38,101,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",71381232.0
T_testis,DNase-seq,ENCBS141OYJ,ENCSR978QUT,ENCFF867KYD,GRCh38,36,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",220033538.0
V_amnion,H3K27ac,ENCBS712BZZ,ENCSR430RVP,ENCFF853KPR,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",26837272.0
T_vagina,H3K27ac,ENCBS047TWL,ENCSR718BTD,ENCFF445RUG,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",8718580.0
T_vagina,H3K4me3,ENCBS047TWL,ENCSR258UUX,ENCFF227VQV,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",25630052.0
T_HL-60,H3K4me3,ENCBS215JQI,ENCSR000DUO,ENCFF646NNF,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",9469921.0
T_HL-60,DNase-seq,ENCBS069ENC,ENCSR000ENU,ENCFF508CUD,GRCh38,36,single-ended,Illumina Genome Analyzer I,"John Stamatoyannopoulos, UW",30133334.0
V_adrenal_gland,H3K4me3,ENCBS549JSH,ENCSR234YIU,ENCFF792QXD,GRCh38,36,single-ended,Illumina HiSeq 2500,"Bing Ren, UCSD",22178737.0
T_NCI-H929,H2AFZ,ENCBS197CBA,ENCSR559IFS,ENCFF378SCW,GRCh38,76,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",58657242.0
T_NCI-H929,H3K4me2,ENCBS571AQH,ENCSR692HIO,ENCFF311PFB,GRCh38,76,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",51526632.0
T_NCI-H929,H3K9ac,ENCBS571AQH,ENCSR327OGS,ENCFF255NUV,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",30694467.0
T_NCI-H929,H3K4me3,ENCBS197CBA,ENCSR082NQB,ENCFF818DII,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29461987.0
T_NCI-H929,H3K36me3,ENCBS197CBA,ENCSR562JTY,ENCFF479IOR,GRCh38,76,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",45689052.0
T_NCI-H929,H3K4me1,ENCBS197CBA,ENCSR011CSR,ENCFF617CAT,GRCh38,76,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29616974.0
T_NCI-H929,H3F3A,ENCBS197CBA,ENCSR536SZD,ENCFF678EEL,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",27840870.0
T_SJCRH30,DNase-seq,ENCBS598ERL,ENCSR700ILE,ENCFF477YUQ,GRCh38,76,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",169717196.0
T_peripheral_blood_mononuclear_cell,H3K9me3,ENCBS558KIK,ENCSR980XMX,ENCFF186JBV,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",17248810.0
T_peripheral_blood_mononuclear_cell,H3K9ac,ENCBS206BHY,ENCSR969DAF,ENCFF974PLJ,GRCh38,76,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",28880154.0
T_peripheral_blood_mononuclear_cell,H3K4me3,ENCBS558KIK,ENCSR368YPC,ENCFF126SQQ,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",18004607.0
T_peripheral_blood_mononuclear_cell,H3K27me3,ENCBS558KIK,ENCSR866UQO,ENCFF883IAD,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",22775029.0
T_peripheral_blood_mononuclear_cell,H3K27ac,ENCBS558KIK,ENCSR615HXA,ENCFF564QQO,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",21238612.0
T_peripheral_blood_mononuclear_cell,H3K4me1,ENCBS558KIK,ENCSR482QXO,ENCFF803AQX,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",20182423.0
B_MG63,H3K36me3,ENCBS760DRY,ENCSR380ORO,ENCFF876QRO,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",115777400.0
B_MG63,H3K9me3,ENCBS760DRY,ENCSR744EKG,ENCFF201RFI,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",115390342.0
B_MG63,H3K4me3,ENCBS706ARR,ENCSR579SNM,ENCFF901IPC,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",102183764.0
B_MG63,H3K27me3,ENCBS760DRY,ENCSR804JFU,ENCFF444CLH,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",100877594.0
V_CD4-positive_alpha-beta_memory_T_cell,H3K4me1,ENCBS800QLP,ENCSR887ESB,ENCFF084RYS,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",20372714.0
T_myoepithelial_cell_of_mammary_gland,H3K4me1,ENCBS093HNZ,ENCSR813ULW,ENCFF466ITQ,GRCh38,76,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",19157439.0
T_myoepithelial_cell_of_mammary_gland,H3K9ac,ENCBS093HNZ,ENCSR365DWX,ENCFF775DRA,GRCh38,76,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",9209029.0
T_myoepithelial_cell_of_mammary_gland,H3K4me3,ENCBS093HNZ,ENCSR287YDU,ENCFF359ANK,GRCh38,75,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",11428000.0
T_myoepithelial_cell_of_mammary_gland,H3K27me3,ENCBS093HNZ,ENCSR517CFV,ENCFF054CBD,GRCh38,76,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",17036820.0
T_myoepithelial_cell_of_mammary_gland,H3K36me3,ENCBS093HNZ,ENCSR160CPS,ENCFF471JZC,GRCh38,75,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",19954096.0
V_mesenchymal_stem_cell,H2AFZ,ENCBS732PNZ,ENCSR526NKM,ENCFF902FFP,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",18275060.0
V_mesenchymal_stem_cell,H3K79me1,ENCBS012DXH,ENCSR594AQO,ENCFF125HIJ,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",39528040.0
V_mesenchymal_stem_cell,H3K18ac,ENCBS732PNZ,ENCSR604THF,ENCFF172HAP,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",16814220.0
V_mesenchymal_stem_cell,H3K9ac,ENCBS012DXH,ENCSR701KJD,ENCFF647AMP,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",9406175.0
T_SJSA1,DNase-seq,ENCBS489PLT,ENCSR620WAR,ENCFF204JPE,GRCh38,36,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",297446652.0
B_Caco-2,H3K9me3,ENCBS859QEM,ENCSR401WUV,ENCFF445YBG,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",100691362.0
B_Caco-2,H3K4me1,ENCBS859QEM,ENCSR061UOM,ENCFF737KSB,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",101366246.0
V_testis,H3K4me3,ENCBS631HJF,ENCSR611DJQ,ENCFF495UCL,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",46255073.0
V_chorion,H3K27me3,ENCBS587ZNQ,ENCSR241JLU,ENCFF329AIM,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",32795152.0
T_occipital_lobe,DNase-seq,ENCBS312LJS,ENCSR859CZM,ENCFF436JHH,GRCh38,36,paired-ended,Illumina HiSeq 2500,"John Stamatoyannopoulos, UW",456064702.0
V_neural_stem_progenitor_cell,H3K4me1,ENCBS104PYO,ENCSR254NLC,ENCFF023JGZ,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",38237482.0
V_neural_stem_progenitor_cell,H2BK15ac,ENCBS289YMC,ENCSR123JZO,ENCFF359QSN,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",25088367.0
V_neural_stem_progenitor_cell,H3K14ac,ENCBS776ACY,ENCSR687EBF,ENCFF407RHN,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",32903878.0
V_GM06990,H3K27me3,ENCBS987SKT,ENCSR000DQU,ENCFF900TWR,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",9703746.0
