biosample_name,assay_name,bios_accession,exp_accession,file_accession,assembly,read_length,run_type,sequencing_platform,lab,depth
Peyer's_patch_nonrep,CTCF,ENCBS524MUK,ENCSR568IVD,ENCFF124DQW,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",49631590.0
Peyer's_patch_nonrep,DNase-seq,ENCBS599TML,ENCSR689DSM,ENCFF799FGK,GRCh38,76.0,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",263912274.0
BLaER1_grp3_rep1,H3K4me2,ENCBS769LHW,ENCSR251DKX,ENCFF815LKL,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",50631923.0
BLaER1_grp3_rep1,H3K27ac,ENCBS769LHW,ENCSR285NFQ,ENCFF409ZKY,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",44294242.0
BLaER1_grp3_rep1,H3K27me3,ENCBS769LHW,ENCSR380KTU,ENCFF838BJX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",40680410.0
BLaER1_grp3_rep1,H3K4me3,ENCBS769LHW,ENCSR105FGG,ENCFF640ORC,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",31023897.0
BLaER1_grp3_rep1,H3K9me3,ENCBS769LHW,ENCSR595IZX,ENCFF798DUP,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",33669165.0
BLaER1_grp3_rep1,H4K20me1,ENCBS769LHW,ENCSR377IMJ,ENCFF766GQF,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",48816263.0
BLaER1_grp3_rep1,H3K4me1,ENCBS769LHW,ENCSR580GOD,ENCFF586CUQ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",35975282.0
BLaER1_grp3_rep1,H3K36me3,ENCBS769LHW,ENCSR239WVI,ENCFF710EAX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",54868869.0
BLaER1_grp3_rep1,H3K9ac,ENCBS769LHW,ENCSR351OAC,ENCFF253CAM,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",38700598.0
tibial_nerve_nonrep,H3K9me3,ENCBS925LQY,ENCSR176ZMW,ENCFF278OWR,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",54540750.0
tibial_nerve_nonrep,H3K4me3,ENCBS925LQY,ENCSR677MOE,ENCFF295ZKL,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",32438971.0
tibial_nerve_nonrep,H3K27me3,ENCBS925LQY,ENCSR992XOO,ENCFF157QAQ,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",61377414.0
tibial_nerve_nonrep,H3K27ac,ENCBS925LQY,ENCSR778QHG,ENCFF314WQY,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",36707132.0
tibial_nerve_nonrep,H3K36me3,ENCBS925LQY,ENCSR635DAS,ENCFF115HPL,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",58123142.0
tibial_nerve_nonrep,H3K4me1,ENCBS925LQY,ENCSR338PGG,ENCFF723YQX,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",87554602.0
tibial_nerve_nonrep,CTCF,ENCBS925LQY,ENCSR793YAD,ENCFF788MXS,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48985812.0
tibial_nerve_nonrep,DNase-seq,ENCBS036BKD,ENCSR401ESD,ENCFF680PST,GRCh38,36.0,paired-ended,Illumina NextSeq 500,"John Stamatoyannopoulos, UW",288631822.0
sigmoid_colon_nonrep,H3K9me3,ENCBS243UXH,ENCSR774NRD,ENCFF662QPM,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",67696725.0
sigmoid_colon_nonrep,H3K4me1,ENCBS243UXH,ENCSR775LGE,ENCFF053HVD,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",74020007.0
sigmoid_colon_nonrep,CTCF,ENCBS243UXH,ENCSR857RJQ,ENCFF903SUD,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",33234602.0
sigmoid_colon_nonrep,POLR2A,ENCBS345HRP,ENCSR472VBD,ENCFF709SCI,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",60406282.0
sigmoid_colon_nonrep,DNase-seq,ENCBS402XYB,ENCSR391YAV,ENCFF166AYV,GRCh38,36.0,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",260603670.0
sigmoid_colon_nonrep,H3K27ac,ENCBS243UXH,ENCSR937EVN,ENCFF633SJK,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",55149006.0
sigmoid_colon_nonrep,H3K4me3,ENCBS243UXH,ENCSR172LVU,ENCFF113NNR,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48708352.0
sigmoid_colon_nonrep,H3K27me3,ENCBS243UXH,ENCSR860GPM,ENCFF149XIX,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",65715271.0
sigmoid_colon_nonrep,ATAC-seq,ENCBS345HRP,ENCSR086OGH,ENCFF182ZGK,GRCh38,101.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",111941128.0
sigmoid_colon_nonrep,H3K36me3,ENCBS243UXH,ENCSR333HMT,ENCFF299QLA,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",76703147.0
dorsolateral_prefrontal_cortex_grp4_rep2,H3K27ac,ENCBS965OCN,ENCSR814QIV,ENCFF490ICR,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",25156589.0
dorsolateral_prefrontal_cortex_grp4_rep2,H3K27me3,ENCBS965OCN,ENCSR817PGE,ENCFF993QTD,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",57381310.0
dorsolateral_prefrontal_cortex_grp4_rep2,H3K4me3,ENCBS965OCN,ENCSR703AIO,ENCFF063HGT,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",26267961.0
dorsolateral_prefrontal_cortex_grp4_rep2,CTCF,ENCBS965OCN,ENCSR715FHW,ENCFF416UVH,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",31591222.0
HCT116_grp1_rep1,H3K36me3,ENCBS494OPB,ENCSR091QXP,ENCFF702LON,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",20275881.0
HCT116_grp1_rep1,H3K9me2,ENCBS494OPB,ENCSR555LYM,ENCFF320JZQ,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",34717166.0
HCT116_grp1_rep1,H3K9me3,ENCBS494OPB,ENCSR179BUC,ENCFF596UZA,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",43519860.0
HCT116_grp1_rep1,H3K4me1,ENCBS494OPB,ENCSR161MXP,ENCFF485QHQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",63634800.0
HCT116_grp1_rep1,H3K27ac,ENCBS494OPB,ENCSR661KMA,ENCFF799ZUN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",10621224.0
HCT116_grp1_rep1,H3K4me2,ENCBS494OPB,ENCSR794ULT,ENCFF152ZDE,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",25302763.0
HCT116_grp1_rep1,H3K79me2,ENCBS494OPB,ENCSR494CCN,ENCFF345AYN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",24284998.0
HCT116_grp1_rep1,CTCF,ENCBS494OPB,ENCSR240PRQ,ENCFF172XLC,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",25425903.0
HCT116_grp1_rep1,H4K20me1,ENCBS494OPB,ENCSR474DOV,ENCFF970GXO,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",32674460.0
HCT116_grp1_rep1,H3K4me3,ENCBS494OPB,ENCSR333OPW,ENCFF772IUE,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",28344076.0
HCT116_grp1_rep1,H3K27me3,ENCBS494OPB,ENCSR810BDB,ENCFF318AWP,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",25282563.0
HCT116_grp1_rep1,H2AFZ,ENCBS494OPB,ENCSR227XNT,ENCFF659QMU,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",27457931.0
upper_lobe_of_left_lung_nonrep,H3K9me3,ENCBS401SWW,ENCSR038ODI,ENCFF337ZUU,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",94704287.0
upper_lobe_of_left_lung_nonrep,H3K4me1,ENCBS401SWW,ENCSR348FGT,ENCFF224QGT,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",69948471.0
upper_lobe_of_left_lung_nonrep,CTCF,ENCBS401SWW,ENCSR463XCZ,ENCFF841UNN,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",71638730.0
upper_lobe_of_left_lung_nonrep,DNase-seq,ENCBS105BAT,ENCSR323UTX,ENCFF125WQU,GRCh38,76.0,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",187531586.0
upper_lobe_of_left_lung_nonrep,H3K27ac,ENCBS401SWW,ENCSR948TOS,ENCFF765IXH,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48791774.0
upper_lobe_of_left_lung_nonrep,RNA-seq,ENCBS468BRF,ENCSR589EBT,ENCFF889NCM,GRCh38,,single-ended,Illumina NovaSeq 6000,"Barbara Wold, Caltech",
upper_lobe_of_left_lung_nonrep,H3K4me3,ENCBS401SWW,ENCSR701FGA,ENCFF306HNW,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",55930333.0
upper_lobe_of_left_lung_nonrep,H3K27me3,ENCBS401SWW,ENCSR050LBS,ENCFF597WMS,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",169239536.0
upper_lobe_of_left_lung_nonrep,ATAC-seq,ENCBS080DZD,ENCSR242QRV,ENCFF225GIF,GRCh38,101.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",392668690.0
upper_lobe_of_left_lung_nonrep,H3K36me3,ENCBS401SWW,ENCSR229GEL,ENCFF903UTS,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",79811400.0
foreskin_keratinocyte_nonrep,H3K9me3,ENCBS773VQF,ENCSR678WMQ,ENCFF868GYB,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",12956458.0
foreskin_keratinocyte_nonrep,H3K4me1,ENCBS293IRA,ENCSR027BAJ,ENCFF349ASJ,GRCh38,75.0,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",26526280.0
foreskin_keratinocyte_nonrep,DNase-seq,ENCBS293IRA,ENCSR035RVH,ENCFF087TPD,GRCh38,36.0,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",194836597.0
foreskin_keratinocyte_nonrep,H3K4me3,ENCBS293IRA,ENCSR075OQB,ENCFF752EWI,GRCh38,75.0,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",16803742.0
foreskin_keratinocyte_nonrep,H3K27me3,ENCBS293IRA,ENCSR377MRR,ENCFF330VUM,GRCh38,75.0,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",42380211.0
foreskin_keratinocyte_nonrep,H3K36me3,ENCBS293IRA,ENCSR089TWS,ENCFF008FCT,GRCh38,75.0,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",5030781.0
BLaER1_grp11_rep2,H3K4me2,ENCBS366SYI,ENCSR048RSQ,ENCFF183TSX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",51844834.0
BLaER1_grp11_rep2,H3K27ac,ENCBS366SYI,ENCSR400XSW,ENCFF049ASC,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",48173280.0
BLaER1_grp11_rep2,H3K27me3,ENCBS366SYI,ENCSR921OXE,ENCFF164ALR,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",39885815.0
BLaER1_grp11_rep2,H3K4me3,ENCBS366SYI,ENCSR056CYG,ENCFF085TOO,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",37479667.0
BLaER1_grp11_rep2,H3K9me3,ENCBS366SYI,ENCSR638YPP,ENCFF880DZI,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",36110152.0
BLaER1_grp11_rep2,H4K20me1,ENCBS366SYI,ENCSR144SOW,ENCFF795PEO,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",44050523.0
BLaER1_grp11_rep2,H3K4me1,ENCBS366SYI,ENCSR136NZR,ENCFF965LLR,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",41400086.0
BLaER1_grp11_rep2,H3K36me3,ENCBS366SYI,ENCSR698XRC,ENCFF115ZZQ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",39672211.0
BLaER1_grp11_rep2,H3K9ac,ENCBS366SYI,ENCSR705USK,ENCFF534IPX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",39724576.0
WERI_Rb_1_grp1_rep1,H3K27ac,ENCBS161OJA,ENCSR764HZU,ENCFF574GEM,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",80485758.0
WERI_Rb_1_grp1_rep1,H3K27me3,ENCBS161OJA,ENCSR967DBV,ENCFF584XYI,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",81727270.0
WERI_Rb_1_grp1_rep1,H3K9me3,ENCBS161OJA,ENCSR371OZG,ENCFF789QVF,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",62440510.0
WERI_Rb_1_grp1_rep1,H3K4me1,ENCBS161OJA,ENCSR614NUF,ENCFF563HLT,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",72825008.0
WERI_Rb_1_grp1_rep1,H3K36me3,ENCBS161OJA,ENCSR354XIL,ENCFF462VDJ,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",103501034.0
MM.1S_grp2_rep1,H3K9me3,ENCBS205VYW,ENCSR461LTR,ENCFF193NKB,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",22536232.0
MM.1S_grp2_rep1,H3K9me2,ENCBS205VYW,ENCSR399VPY,ENCFF278ELC,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",30498142.0
MM.1S_grp2_rep1,H4K20me1,ENCBS205VYW,ENCSR684BMS,ENCFF639NRH,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",33971602.0
MM.1S_grp2_rep1,EZH2,ENCBS205VYW,ENCSR703KWN,ENCFF181NFB,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",19500339.0
MM.1S_grp2_rep1,H3K36me3,ENCBS205VYW,ENCSR120LGC,ENCFF140EJX,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",19551328.0
MM.1S_grp2_rep1,H3F3A,ENCBS205VYW,ENCSR562SRW,ENCFF224RUP,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",22160104.0
BLaER1_grp7_rep2,H3K4me2,ENCBS348QCD,ENCSR598CRA,ENCFF027MVB,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",65992302.0
BLaER1_grp7_rep2,H3K27ac,ENCBS348QCD,ENCSR972GGW,ENCFF734UCJ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",40472850.0
BLaER1_grp7_rep2,H3K27me3,ENCBS348QCD,ENCSR266RKE,ENCFF878ARJ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",46528515.0
BLaER1_grp7_rep2,H3K4me3,ENCBS348QCD,ENCSR632VNI,ENCFF567DEY,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",29558809.0
BLaER1_grp7_rep2,H3K9me3,ENCBS348QCD,ENCSR422YCP,ENCFF025DVR,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",35864324.0
BLaER1_grp7_rep2,H4K20me1,ENCBS348QCD,ENCSR421YVG,ENCFF437ATQ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",41264746.0
BLaER1_grp7_rep2,H3K4me1,ENCBS348QCD,ENCSR837LWL,ENCFF082VSH,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",36257987.0
BLaER1_grp7_rep2,H3K36me3,ENCBS348QCD,ENCSR174YDU,ENCFF372MTX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",52500411.0
BLaER1_grp7_rep2,H3K9ac,ENCBS348QCD,ENCSR192IRQ,ENCFF586HRK,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",41557753.0
RWPE2_nonrep,H3K27ac,ENCBS796LYI,ENCSR987PNT,ENCFF132EYY,GRCh38,100.0,paired-ended,Illumina HiSeq 2000,"Michael Snyder, Stanford",55063546.0
RWPE2_nonrep,ATAC-seq,ENCBS199OID,ENCSR080SNF,ENCFF452BSA,GRCh38,101.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",42670202.0
RWPE2_nonrep,H3K27me3,ENCBS199OID,ENCSR784MON,ENCFF499LZJ,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",64059290.0
RWPE2_nonrep,H3K4me3,ENCBS199OID,ENCSR297ONS,ENCFF944YWP,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",61943754.0
RWPE2_nonrep,H3K9me3,ENCBS199OID,ENCSR785DEU,ENCFF403WJG,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",75695248.0
RWPE2_nonrep,CTCF,ENCBS796LYI,ENCSR856JJB,ENCFF220DKQ,GRCh38,100.0,paired-ended,Illumina HiSeq 2000,"Michael Snyder, Stanford",49491094.0
RWPE2_nonrep,H3K4me1,ENCBS199OID,ENCSR161GUA,ENCFF679GLB,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",50591914.0
RWPE2_nonrep,H3K36me3,ENCBS199OID,ENCSR115IRD,ENCFF172QTD,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",86933948.0
RWPE2_nonrep,DNase-seq,ENCBS199OID,ENCSR306BHE,ENCFF407ORW,GRCh38,76.0,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",191822722.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K9me3,ENCBS706NOO,ENCSR525XER,ENCFF389VNR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",22225045.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K4me1,ENCBS801AYF,ENCSR023MFG,ENCFF360DXS,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",18064031.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K9ac,ENCBS706NOO,ENCSR100HGO,ENCFF471CUZ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",18408935.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K4me3,ENCBS706NOO,ENCSR819HSS,ENCFF313RJJ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",26410258.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K4me2,ENCBS706NOO,ENCSR002EZN,ENCFF274OWX,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",28372028.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K27me3,ENCBS706NOO,ENCSR312CKN,ENCFF832XRR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",28486989.0
skeletal_muscle_satellite_cell_grp1_rep2,H3K36me3,ENCBS706NOO,ENCSR995UTR,ENCFF539BXB,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",26202284.0
IMR_90_grp2_rep2,H3K9me3,ENCBS754TWW,ENCSR055ZZY,ENCFF078EHX,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",17392788.0
IMR_90_grp2_rep2,H3K18ac,ENCBS754TWW,ENCSR383CBN,ENCFF564USN,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",12922122.0
IMR_90_grp2_rep2,H3K4me1,ENCBS754TWW,ENCSR831JSP,ENCFF812CWF,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",25191559.0
IMR_90_grp2_rep2,H3K4me2,ENCBS754TWW,ENCSR672XZZ,ENCFF681OHX,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",13084347.0
IMR_90_grp2_rep2,H3K4me3,ENCBS754TWW,ENCSR087PFU,ENCFF355WLE,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",7403932.0
IMR_90_grp2_rep2,H3K27me3,ENCBS754TWW,ENCSR431UUY,ENCFF547BFL,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",19302718.0
IMR_90_grp2_rep2,H4K5ac,ENCBS754TWW,ENCSR706RRA,ENCFF095MHL,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",12216204.0
ES_I3_nonrep,H3K9me3,ENCBS268NCC,ENCSR895IWH,ENCFF979AMD,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",9642353.0
ES_I3_nonrep,H3K4me1,ENCBS401QZO,ENCSR730FLZ,ENCFF276PYB,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",23491688.0
ES_I3_nonrep,H3K9ac,ENCBS412HHB,ENCSR097ORD,ENCFF143HAP,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",10822075.0
ES_I3_nonrep,H3K36me3,ENCBS057COO,ENCSR844DRI,ENCFF698MJT,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",10494836.0
Caco_2_nonrep,H3K36me3,ENCBS311PHE,ENCSR000DQK,ENCFF788XRD,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",11667355.0
Caco_2_nonrep,H3K9me3,ENCBS488ZVR,ENCSR401WUV,ENCFF445YBG,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",100691362.0
Caco_2_nonrep,H3K4me1,ENCBS488ZVR,ENCSR061UOM,ENCFF737KSB,GRCh38,100.0,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",101366246.0
Caco_2_nonrep,DNase-seq,ENCBS072CVQ,ENCSR255STJ,ENCFF554OTV,GRCh38,101.0,paired-ended,Illumina NovaSeq 6000,"John Stamatoyannopoulos, UW",87828038.0
Caco_2_nonrep,CTCF,ENCBS530YXL,ENCSR000DQN,ENCFF179XTA,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"John Stamatoyannopoulos, UW",8823788.0
Caco_2_nonrep,H3K4me3,ENCBS530YXL,ENCSR000DQM,ENCFF513PFC,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",11853469.0
Caco_2_nonrep,H3K27me3,ENCBS311PHE,ENCSR000DQL,ENCFF064IQV,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",14580004.0
IMR_90_grp2_rep1,H3K4me2,ENCBS371NWL,ENCSR672XZZ,ENCFF842IIU,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",24699241.0
IMR_90_grp2_rep1,H3K27me3,ENCBS371NWL,ENCSR431UUY,ENCFF084CZB,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",24509526.0
IMR_90_grp2_rep1,H4K5ac,ENCBS371NWL,ENCSR706RRA,ENCFF113XYR,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",27892393.0
IMR_90_grp2_rep1,H3K4me3,ENCBS371NWL,ENCSR087PFU,ENCFF021CLP,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",18647486.0
IMR_90_grp2_rep1,H3K9me3,ENCBS371NWL,ENCSR055ZZY,ENCFF942QOQ,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",18950098.0
IMR_90_grp2_rep1,H3K18ac,ENCBS371NWL,ENCSR383CBN,ENCFF838VZZ,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",28468573.0
IMR_90_grp2_rep1,H3K4me1,ENCBS371NWL,ENCSR831JSP,ENCFF927WHP,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",21238813.0
brain_grp1_rep2,H3K9me3,ENCBS618VRU,ENCSR146KXZ,ENCFF533BKG,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",17979498.0
brain_grp1_rep2,H3K4me1,ENCBS618VRU,ENCSR386JEL,ENCFF002JEG,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",28999657.0
brain_grp1_rep2,H3K4me3,ENCBS618VRU,ENCSR780FXX,ENCFF051ZQC,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",25583317.0
brain_grp1_rep2,H3K27me3,ENCBS618VRU,ENCSR997YTW,ENCFF058QOC,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",35949294.0
brain_grp1_rep2,H3K36me3,ENCBS618VRU,ENCSR869WSC,ENCFF537WEE,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",33942047.0
mucosa_of_rectum_nonrep,H3K9me3,ENCBS022KBA,ENCSR253WMN,ENCFF321DGQ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",24111624.0
mucosa_of_rectum_nonrep,H3K4me1,ENCBS022KBA,ENCSR901JIL,ENCFF303UED,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",21774874.0
